age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
55,admin.,single,basic.6y,unknown,yes,no,cellular,nov,fri,399,7,999,1,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
49,admin.,single,professional.course,no,yes,yes,cellular,nov,thu,865,6,999,0,success,3.4,94.944,-44.1,6.168,4928.1
42,admin.,single,high.school,no,yes,no,cellular,nov,thu,552,5,999,0,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
72,admin.,married,university.degree,no,no,no,cellular,nov,thu,683,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
55,admin.,married,university.degree,unknown,yes,yes,cellular,nov,mon,489,6,999,0,success,1.9,94.7,-50.0,5.391,4895.8
47,admin.,married,basic.9y,no,yes,yes,cellular,nov,wed,318,8,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.481,4799.1
68,admin.,married,basic.6y,unknown,yes,no,telephone,nov,wed,394,10,999,0,success,3.4,95.965,-49.8,6.064,4928.1
44,admin.,single,university.degree,no,yes,no,cellular,jun,tue,350,5,999,0,success,-0.8999999999999999,94.463,-48.8,2.4619999999999997,4776.2
42,admin.,single,university.degree,no,yes,no,cellular,nov,wed,2131,6,999,0,success,-0.8999999999999999,93.701,-39.4,2.0789999999999997,4776.2
52,admin.,single,high.school,no,yes,no,cellular,nov,tue,811,5,999,0,success,3.4,95.965,-49.8,6.064,4928.1
53,admin.,single,university.degree,no,yes,no,cellular,nov,mon,320,6,999,0,success,0.19999999999999996,94.343,-58.0,3.011,4799.1
50,admin.,married,basic.9y,no,yes,no,cellular,nov,tue,426,7,999,0,nonexistent,3.4,95.965,-49.8,6.064,4928.1
61,admin.,married,basic.6y,no,no,no,cellular,nov,tue,178,7,999,0,success,3.4,95.965,-49.8,6.158,4928.1
64,services,married,high.school,no,no,no,cellular,nov,mon,1137,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
58,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,754,5,999,0,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
94,retired,married,basic.4y,no,no,yes,cellular,nov,tue,662,6,3,1,success,-1.4,94.149,-38.1,1.915,4717.5
50,admin.,single,university.degree,no,yes,no,cellular,nov,wed,368,6,999,0,success,0.19999999999999996,94.393,-54.2,2.4699999999999998,4799.1
40,admin.,single,high.school,no,yes,no,cellular,nov,fri,370,7,999,0,success,3.1,95.494,-44.4,6.064,4891.0
51,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1866,5,999,1,success,0.19999999999999996,94.575,-55.1,2.565,4799.1
57,admin.,married,university.degree,no,no,no,cellular,nov,mon,163,16,999,0,success,3.4,95.418,-50.7,6.162,4928.1
48,admin.,married,professional.course,no,yes,no,cellular,aug,mon,880,9,999,0,success,3.4,94.944,-44.1,6.165,4928.1
49,admin.,married,professional.course,no,yes,no,cellular,nov,mon,215,6,999,1,success,-1.4,94.149,-38.1,1.922,4717.5
39,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,302,9,6,2,success,0.30000000000000004,95.527,-46.3,2.105,4691.6
59,admin.,married,basic.9y,no,no,no,telephone,nov,fri,136,12,999,0,success,3.4,95.965,-49.8,6.159,4928.1
71,admin.,married,basic.9y,unknown,no,no,cellular,nov,wed,660,7,999,0,nonexistent,3.1,95.494,-44.4,6.057,4891.0
57,admin.,divorced,basic.9y,no,yes,no,cellular,nov,mon,464,6,999,0,success,1.9,94.7,-50.0,5.391,4895.8
51,technician,married,professional.course,no,no,yes,cellular,nov,fri,550,6,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
55,admin.,married,basic.6y,unknown,yes,no,cellular,nov,fri,2064,5,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.513,4799.1
90,admin.,married,university.degree,no,yes,no,cellular,nov,thu,532,5,999,2,success,0.30000000000000004,95.715,-48.3,2.01,4691.6
88,admin.,married,basic.4y,no,yes,no,cellular,nov,tue,669,5,999,0,success,0.30000000000000004,95.715,-48.3,2.035,4691.6
56,admin.,married,basic.9y,no,yes,no,telephone,jun,fri,673,5,999,0,success,3.4,95.965,-49.8,6.167,4928.1
51,admin.,single,university.degree,no,no,no,cellular,nov,wed,388,5,999,0,nonexistent,1.9,94.7,-50.0,5.32,4895.8
65,admin.,single,high.school,no,no,no,cellular,nov,mon,412,7,999,0,success,3.4,95.965,-49.8,6.16,4928.1
50,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,876,5,999,0,success,3.1,95.494,-44.4,6.058,4891.0
40,admin.,single,professional.course,no,yes,no,cellular,apr,wed,325,5,999,0,nonexistent,0.19999999999999996,94.575,-55.1,2.645,4799.1
68,admin.,married,basic.6y,unknown,yes,no,cellular,nov,tue,1331,8,999,0,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
73,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,255,6,999,0,success,0.19999999999999996,94.575,-55.1,2.666,4799.1
38,admin.,married,high.school,no,yes,no,cellular,may,fri,210,9,999,0,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
56,admin.,married,high.school,no,no,no,cellular,nov,thu,230,8,999,0,success,3.4,95.418,-50.7,6.163,4928.1
72,admin.,married,basic.4y,no,yes,no,cellular,jul,wed,449,7,999,0,success,0.30000000000000004,95.715,-48.3,2.002,4691.6
52,admin.,single,unknown,no,no,yes,cellular,nov,fri,1207,5,999,0,success,-0.8999999999999999,94.463,-48.8,2.468,4776.2
58,admin.,married,high.school,no,no,no,cellular,jul,mon,194,6,999,0,success,3.4,95.418,-50.7,6.162,4928.1
59,admin.,married,unknown,no,no,no,cellular,nov,wed,768,5,999,0,nonexistent,3.4,95.965,-49.8,6.159,4928.1
42,admin.,married,basic.9y,no,no,no,telephone,nov,wed,476,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
48,admin.,single,high.school,no,yes,no,cellular,nov,wed,413,5,999,0,nonexistent,0.19999999999999996,94.343,-58.0,2.802,4799.1
47,admin.,married,high.school,no,yes,no,cellular,nov,tue,408,7,999,0,success,3.4,94.944,-44.1,6.163,4928.1
62,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,640,9,999,0,success,3.1,95.494,-44.4,6.057,4891.0
45,admin.,single,high.school,no,yes,no,cellular,jun,mon,433,5,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
46,admin.,divorced,basic.6y,no,yes,no,cellular,may,fri,1195,21,999,0,success,3.1,95.494,-44.4,6.059,4891.0
50,admin.,single,professional.course,no,yes,no,cellular,may,thu,374,5,999,0,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
51,admin.,single,professional.course,no,no,yes,cellular,nov,thu,813,5,999,0,nonexistent,3.4,95.965,-49.8,6.1610000000000005,4928.1
45,admin.,married,university.degree,no,no,no,cellular,nov,mon,314,5,999,0,success,-0.8999999999999999,94.463,-48.8,2.46,4776.2
56,admin.,married,basic.9y,no,no,yes,cellular,nov,fri,431,7,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
54,admin.,single,professional.course,no,no,no,cellular,nov,fri,2026,9,999,0,success,3.1,95.494,-44.4,6.057,4891.0
56,admin.,married,basic.9y,unknown,no,no,cellular,nov,wed,559,10,999,0,success,3.1,95.494,-44.4,6.057,4891.0
63,admin.,married,unknown,no,yes,yes,cellular,nov,mon,701,7,999,0,success,1.9,94.7,-50.0,5.391,4895.8
49,admin.,divorced,basic.4y,no,yes,no,cellular,nov,fri,851,5,999,1,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
41,admin.,single,university.degree,no,yes,no,cellular,nov,tue,422,5,999,0,nonexistent,0.19999999999999996,94.575,-55.1,2.623,4799.1
95,admin.,married,illiterate,unknown,yes,yes,cellular,nov,tue,345,5,6,1,success,-0.8999999999999999,93.701,-39.4,2.083,4776.2
67,admin.,married,high.school,no,yes,yes,cellular,nov,tue,421,5,10,4,success,-0.8999999999999999,93.701,-39.4,2.083,4776.2
56,admin.,married,university.degree,no,yes,yes,telephone,nov,thu,1805,5,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
60,admin.,married,basic.6y,unknown,no,no,cellular,jun,thu,719,5,999,0,nonexistent,3.4,95.965,-49.8,6.066,4928.1
73,self-employed,married,university.degree,no,no,no,cellular,aug,fri,2356,7,999,0,nonexistent,3.4,94.944,-44.1,6.166,4928.1
60,admin.,married,high.school,no,no,no,telephone,nov,mon,642,5,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
46,housemaid,married,basic.6y,no,no,no,cellular,aug,thu,365,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
61,admin.,married,university.degree,no,yes,no,telephone,may,fri,170,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
48,admin.,married,university.degree,no,yes,no,cellular,nov,tue,271,6,999,0,nonexistent,1.9,94.7,-50.0,5.353,4895.8
50,admin.,single,university.degree,no,no,no,cellular,nov,fri,284,5,999,0,nonexistent,3.4,95.418,-50.7,6.157,4928.1
45,technician,single,university.degree,no,no,yes,cellular,nov,tue,190,5,999,0,success,0.19999999999999996,94.393,-54.2,2.544,4799.1
49,admin.,married,high.school,no,yes,yes,telephone,nov,fri,417,6,999,0,success,3.4,95.965,-49.8,6.167,4928.1
60,services,married,high.school,unknown,yes,no,cellular,nov,mon,262,5,999,1,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
51,admin.,married,basic.9y,no,yes,yes,cellular,nov,fri,181,8,999,0,success,3.4,95.965,-49.8,6.159,4928.1
63,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,277,8,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
45,admin.,single,university.degree,no,yes,no,cellular,nov,wed,525,5,999,0,success,1.9,94.7,-50.0,5.32,4895.8
47,admin.,married,basic.6y,no,yes,no,cellular,nov,fri,359,5,999,0,success,3.4,95.418,-50.7,6.159,4928.1
76,admin.,married,basic.9y,no,no,no,cellular,apr,thu,417,6,999,0,success,0.19999999999999996,95.249,-42.6,1.859,4708.7
50,admin.,married,university.degree,no,unknown,unknown,cellular,aug,tue,1373,5,999,0,success,3.4,94.944,-44.1,6.166,4928.1
40,admin.,single,high.school,no,yes,no,cellular,nov,fri,923,7,999,0,success,3.4,95.965,-49.8,6.167,4928.1
56,admin.,single,basic.4y,no,yes,no,cellular,nov,thu,878,10,999,0,success,3.4,95.418,-50.7,6.163,4928.1
99,admin.,married,high.school,no,no,no,cellular,dec,tue,752,5,999,0,success,-1.0,94.213,-41.0,1.915,4723.5
89,admin.,married,basic.4y,no,yes,no,cellular,nov,mon,583,5,999,0,success,-0.8999999999999999,94.463,-48.8,2.46,4776.2
38,admin.,single,professional.course,no,no,no,cellular,jul,wed,1164,6,999,0,success,3.4,95.418,-50.7,6.163,4928.1
56,admin.,single,high.school,unknown,unknown,unknown,cellular,nov,mon,1510,6,999,1,failure,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
48,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,647,5,11,1,success,0.19999999999999996,94.393,-54.2,2.534,4799.1
48,admin.,single,university.degree,no,yes,no,cellular,nov,tue,345,5,999,2,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
44,admin.,married,high.school,no,yes,no,cellular,nov,wed,431,6,999,0,success,0.19999999999999996,94.393,-54.2,2.481,4799.1
47,admin.,single,university.degree,no,no,no,cellular,nov,fri,338,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
75,retired,married,basic.6y,no,yes,yes,telephone,nov,mon,811,9,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
68,blue-collar,married,basic.4y,no,no,no,telephone,nov,thu,1249,5,999,0,success,3.4,95.965,-49.8,6.066,4928.1
47,admin.,married,basic.4y,no,yes,no,cellular,nov,mon,277,8,999,0,success,3.4,94.944,-44.1,6.165,4928.1
49,admin.,married,university.degree,no,no,no,cellular,nov,wed,1891,5,999,0,success,3.1,95.494,-44.4,6.056,4891.0
53,admin.,married,professional.course,no,yes,yes,cellular,jun,thu,203,5,999,0,nonexistent,3.4,95.965,-49.8,6.158,4928.1
62,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,tue,599,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
58,technician,married,professional.course,unknown,no,no,cellular,nov,tue,1787,6,999,0,success,3.4,94.944,-44.1,6.166,4928.1
46,technician,married,university.degree,no,no,no,cellular,nov,tue,383,6,12,3,success,0.8999999999999999,96.101,-57.5,2.182,4663.6
61,blue-collar,married,basic.4y,unknown,no,no,cellular,may,wed,395,7,999,0,success,3.1,95.494,-44.4,6.059,4891.0
72,admin.,married,professional.course,no,yes,no,cellular,nov,fri,408,5,999,0,nonexistent,3.4,94.944,-44.1,6.164000000000001,4928.1
47,admin.,married,basic.4y,no,no,no,cellular,nov,tue,358,6,999,0,success,1.9,94.7,-50.0,5.353,4895.8
54,admin.,married,university.degree,no,yes,no,telephone,nov,mon,696,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
51,admin.,married,high.school,no,no,no,cellular,aug,mon,217,9,999,0,success,-0.8999999999999999,93.701,-39.4,2.021,4776.2
49,admin.,married,basic.4y,no,yes,yes,cellular,may,wed,728,8,999,0,success,0.19999999999999996,94.393,-54.2,2.534,4799.1
49,admin.,single,university.degree,no,yes,no,cellular,nov,tue,561,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
70,admin.,married,university.degree,no,no,yes,cellular,nov,fri,653,7,999,0,success,1.9,94.7,-50.0,5.221,4895.8
48,admin.,married,university.degree,unknown,yes,no,cellular,nov,thu,815,6,999,0,nonexistent,1.9,94.7,-50.0,5.276,4895.8
51,admin.,married,high.school,no,no,no,cellular,nov,mon,500,6,999,0,success,3.1,95.494,-44.4,6.058,4891.0
57,blue-collar,single,basic.6y,no,unknown,unknown,cellular,nov,thu,226,7,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
45,unemployed,single,basic.9y,no,no,no,cellular,nov,tue,649,14,999,0,nonexistent,3.1,95.494,-44.4,6.056,4891.0
66,admin.,married,high.school,no,no,no,cellular,may,tue,2401,5,999,1,failure,0.19999999999999996,95.376,-48.0,1.8679999999999999,4708.7
53,admin.,married,university.degree,no,yes,no,cellular,may,fri,421,8,999,0,success,3.1,95.494,-44.4,6.057,4891.0
39,admin.,single,basic.4y,no,yes,yes,cellular,nov,fri,223,5,999,0,success,3.4,95.418,-50.7,6.163,4928.1
46,admin.,single,high.school,no,yes,no,cellular,nov,thu,2089,6,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.466,4799.1
49,admin.,single,high.school,unknown,yes,yes,cellular,nov,wed,583,5,999,0,success,3.1,95.494,-44.4,6.059,4891.0
58,admin.,married,high.school,unknown,yes,no,cellular,nov,mon,638,5,999,0,success,-0.8999999999999999,94.463,-48.8,2.466,4776.2
61,admin.,divorced,professional.course,no,yes,no,cellular,nov,mon,379,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
43,technician,single,professional.course,no,no,no,cellular,nov,thu,170,9,999,0,nonexistent,3.4,95.418,-50.7,6.168,4928.1
44,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,419,10,999,0,success,3.4,95.418,-50.7,6.157,4928.1
57,admin.,married,university.degree,no,yes,no,cellular,nov,thu,370,5,999,0,success,3.4,94.944,-44.1,6.163,4928.1
47,admin.,married,professional.course,no,unknown,unknown,telephone,nov,fri,136,6,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
52,admin.,married,high.school,no,yes,no,cellular,nov,thu,534,6,999,0,success,0.30000000000000004,95.715,-48.3,2.01,4691.6
47,admin.,married,university.degree,no,no,no,cellular,nov,mon,572,6,999,0,success,3.4,94.944,-44.1,6.163,4928.1
54,admin.,single,university.degree,unknown,no,no,cellular,nov,fri,340,9,999,0,success,3.4,95.965,-49.8,6.167,4928.1
43,technician,single,professional.course,no,yes,no,cellular,nov,wed,559,5,999,0,success,0.19999999999999996,94.393,-54.2,2.481,4799.1
50,admin.,married,basic.9y,no,yes,no,cellular,nov,thu,309,5,4,3,success,-1.0,94.213,-41.0,1.907,4723.5
52,admin.,married,basic.9y,unknown,yes,no,cellular,nov,tue,311,10,999,0,nonexistent,3.4,95.965,-49.8,6.064,4928.1
53,admin.,single,university.degree,no,yes,no,cellular,nov,mon,142,17,999,0,success,0.19999999999999996,94.393,-54.2,2.444,4799.1
45,admin.,single,university.degree,no,no,no,cellular,nov,wed,484,9,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
70,admin.,married,basic.4y,no,yes,no,cellular,nov,mon,289,5,999,0,success,3.4,94.944,-44.1,6.17,4928.1
57,admin.,married,basic.4y,unknown,yes,yes,telephone,nov,fri,1178,7,999,0,success,3.1,95.494,-44.4,6.059,4891.0
56,technician,married,professional.course,no,no,no,cellular,may,tue,746,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
47,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,350,10,999,0,success,3.4,94.944,-44.1,6.163,4928.1
52,admin.,divorced,basic.6y,no,yes,yes,cellular,nov,tue,1853,5,999,1,success,1.9,94.7,-50.0,5.353,4895.8
53,admin.,married,high.school,no,no,no,cellular,may,wed,968,9,999,0,success,3.1,95.494,-44.4,6.057,4891.0
51,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,566,5,999,0,success,1.9,95.298,-48.4,5.994,4895.8
43,admin.,single,university.degree,no,no,no,cellular,nov,thu,345,5,999,0,success,0.19999999999999996,94.869,-42.8,1.843,4708.7
48,admin.,married,university.degree,no,yes,yes,cellular,nov,mon,1731,16,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.444,4799.1
69,admin.,married,university.degree,no,no,no,cellular,nov,fri,307,6,999,0,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
43,admin.,single,university.degree,no,no,no,cellular,nov,wed,685,9,999,0,nonexistent,3.1,95.494,-44.4,6.057,4891.0
66,admin.,married,university.degree,no,no,no,cellular,nov,wed,277,6,999,1,success,1.9,94.7,-50.0,5.32,4895.8
56,admin.,married,basic.9y,unknown,no,no,cellular,nov,fri,487,7,999,0,success,3.4,95.965,-49.8,6.167,4928.1
50,admin.,single,professional.course,no,yes,no,cellular,aug,tue,367,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
62,admin.,married,basic.4y,unknown,yes,no,cellular,nov,mon,302,5,999,1,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
64,admin.,single,high.school,no,no,no,cellular,oct,fri,417,5,999,1,failure,-1.4,93.931,-34.9,1.939,4717.5
46,admin.,married,university.degree,no,yes,no,cellular,mar,tue,426,7,999,0,success,0.19999999999999996,94.343,-58.0,2.7560000000000002,4799.1
65,admin.,married,high.school,no,yes,no,cellular,nov,tue,282,5,999,0,success,1.9,94.7,-50.0,5.353,4895.8
50,admin.,divorced,professional.course,unknown,unknown,unknown,cellular,nov,tue,1830,7,999,0,success,3.4,94.944,-44.1,6.163,4928.1
45,admin.,single,basic.9y,no,yes,no,cellular,nov,mon,1312,6,999,0,success,3.4,95.965,-49.8,6.158,4928.1
62,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,300,6,999,0,success,3.4,95.418,-50.7,6.162,4928.1
48,admin.,married,basic.4y,no,yes,yes,cellular,jun,mon,226,10,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
45,admin.,divorced,university.degree,no,yes,yes,cellular,nov,tue,811,6,999,0,nonexistent,1.9,94.7,-50.0,5.353,4895.8
46,admin.,married,professional.course,no,yes,no,cellular,nov,thu,1393,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
49,admin.,married,university.degree,no,no,no,cellular,nov,thu,260,6,999,0,success,-0.8999999999999999,93.701,-39.4,2.073,4776.2
67,admin.,divorced,basic.4y,no,yes,no,cellular,nov,mon,320,7,999,0,success,3.4,95.965,-49.8,6.16,4928.1
47,admin.,single,professional.course,no,no,no,cellular,may,tue,361,6,999,1,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
48,admin.,single,high.school,no,no,no,telephone,nov,wed,989,7,999,0,success,3.1,95.494,-44.4,6.059,4891.0
44,admin.,single,basic.9y,unknown,no,no,cellular,nov,mon,671,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
77,admin.,divorced,high.school,no,yes,no,cellular,nov,fri,482,8,999,0,success,0.30000000000000004,95.555,-47.8,1.932,4691.6
41,blue-collar,married,basic.6y,no,yes,no,cellular,nov,mon,394,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
40,admin.,single,basic.9y,no,no,no,telephone,nov,wed,1344,6,999,0,nonexistent,3.4,95.965,-49.8,6.162,4928.1
64,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,174,5,999,0,success,1.9,94.7,-50.0,5.276,4895.8
59,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,mon,424,5,999,0,success,3.1,95.494,-44.4,6.058,4891.0
66,admin.,married,high.school,no,no,no,cellular,aug,mon,250,7,999,0,nonexistent,3.4,94.944,-44.1,6.165,4928.1
52,admin.,married,basic.6y,no,no,yes,cellular,nov,wed,404,9,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.481,4799.1
66,services,married,basic.4y,no,yes,no,cellular,jul,fri,307,5,999,0,nonexistent,3.4,95.418,-50.7,6.157,4928.1
50,admin.,married,basic.6y,no,no,no,cellular,nov,fri,417,6,999,0,success,3.4,95.418,-50.7,6.163,4928.1
62,admin.,married,university.degree,unknown,yes,no,cellular,nov,mon,190,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
53,admin.,divorced,high.school,unknown,yes,no,cellular,nov,tue,593,6,999,1,success,0.19999999999999996,94.575,-55.1,2.653,4799.1
50,technician,single,professional.course,no,yes,no,cellular,nov,thu,1265,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
42,admin.,single,university.degree,no,yes,no,cellular,nov,thu,377,5,999,0,success,3.4,95.418,-50.7,6.158,4928.1
51,admin.,married,professional.course,no,no,no,cellular,nov,tue,626,7,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
48,admin.,married,high.school,unknown,yes,no,cellular,nov,thu,484,5,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
66,admin.,married,basic.4y,unknown,yes,no,cellular,aug,mon,703,6,999,0,nonexistent,3.4,94.944,-44.1,6.165,4928.1
66,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,359,5,999,0,success,1.9,94.7,-50.0,5.32,4895.8
60,technician,married,professional.course,no,no,no,cellular,nov,thu,219,5,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.527,4799.1
45,admin.,single,professional.course,no,no,no,cellular,nov,tue,417,5,999,1,failure,0.19999999999999996,95.376,-48.0,1.8679999999999999,4708.7
46,admin.,single,university.degree,no,yes,no,cellular,nov,thu,3389,5,999,0,success,1.9,94.7,-50.0,5.276,4895.8
41,admin.,married,high.school,no,yes,no,cellular,nov,mon,282,14,999,0,nonexistent,0.19999999999999996,94.575,-55.1,2.666,4799.1
65,admin.,married,university.degree,no,unknown,unknown,cellular,nov,wed,1562,5,999,1,success,0.19999999999999996,95.376,-48.0,1.8820000000000001,4708.7
64,admin.,unknown,high.school,no,yes,no,cellular,nov,thu,251,5,999,0,success,1.9,94.7,-50.0,5.276,4895.8
54,admin.,married,university.degree,no,yes,yes,cellular,nov,fri,809,5,999,0,nonexistent,3.4,95.965,-49.8,6.167,4928.1
73,admin.,married,basic.9y,unknown,no,no,cellular,nov,fri,1621,5,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
61,admin.,married,professional.course,no,no,yes,cellular,nov,tue,460,5,5,2,success,0.19999999999999996,95.249,-42.6,1.838,4708.7
49,admin.,single,university.degree,no,no,yes,cellular,nov,mon,415,9,999,0,nonexistent,3.4,95.418,-50.7,6.16,4928.1
60,admin.,married,basic.6y,unknown,no,no,telephone,nov,wed,953,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
51,admin.,married,university.degree,no,yes,no,cellular,may,wed,350,7,999,0,success,0.19999999999999996,94.393,-54.2,2.534,4799.1
47,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,592,11,999,0,success,3.4,94.944,-44.1,6.168,4928.1
45,admin.,married,university.degree,no,no,no,cellular,may,fri,872,6,999,1,success,0.19999999999999996,94.393,-54.2,2.513,4799.1
62,admin.,married,basic.9y,no,no,no,cellular,may,mon,269,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
69,admin.,married,university.degree,no,no,no,cellular,nov,mon,340,7,999,0,success,-0.8999999999999999,93.701,-39.4,2.084,4776.2
52,admin.,married,high.school,no,yes,yes,cellular,nov,tue,341,6,999,0,nonexistent,-0.8999999999999999,94.463,-48.8,2.4619999999999997,4776.2
52,technician,married,university.degree,unknown,no,no,cellular,nov,thu,1547,5,999,0,success,3.4,95.418,-50.7,6.163,4928.1
51,admin.,married,university.degree,no,yes,no,cellular,nov,fri,370,5,999,0,success,0.19999999999999996,94.393,-54.2,2.513,4799.1
42,admin.,single,high.school,no,no,no,cellular,nov,tue,691,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
45,admin.,married,university.degree,unknown,no,no,cellular,nov,thu,460,5,999,0,success,3.4,95.965,-49.8,6.066,4928.1
67,admin.,married,professional.course,no,yes,no,cellular,nov,thu,647,24,999,0,success,3.4,95.418,-50.7,6.158,4928.1
53,admin.,married,basic.6y,unknown,no,no,telephone,jul,thu,273,5,999,0,success,3.4,95.418,-50.7,6.166,4928.1
92,retired,divorced,unknown,no,yes,no,cellular,nov,tue,440,5,999,0,success,0.19999999999999996,94.343,-58.0,2.814,4799.1
61,admin.,married,high.school,no,yes,no,cellular,nov,wed,871,6,999,2,success,0.19999999999999996,94.575,-55.1,2.645,4799.1
47,admin.,married,high.school,no,no,yes,cellular,nov,wed,520,5,999,0,success,1.9,94.7,-50.0,5.32,4895.8
49,admin.,married,high.school,no,no,no,cellular,nov,thu,772,5,999,1,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
62,admin.,single,university.degree,no,yes,no,cellular,nov,tue,334,5,999,4,success,0.30000000000000004,95.555,-47.8,1.902,4691.6
53,admin.,married,high.school,no,no,yes,cellular,nov,fri,602,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
54,admin.,divorced,basic.9y,unknown,no,no,cellular,nov,fri,1268,13,999,0,success,3.4,95.965,-49.8,6.159,4928.1
47,admin.,married,high.school,no,yes,no,cellular,nov,wed,676,7,999,1,success,0.19999999999999996,94.393,-54.2,2.534,4799.1
41,admin.,single,university.degree,no,yes,no,cellular,nov,tue,482,5,999,0,nonexistent,3.4,95.418,-50.7,6.162,4928.1
62,admin.,divorced,professional.course,no,yes,no,cellular,nov,tue,417,5,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
45,admin.,married,basic.9y,no,no,no,cellular,jul,mon,260,8,999,0,success,3.4,95.418,-50.7,6.162,4928.1
56,admin.,married,university.degree,no,no,no,cellular,nov,wed,660,9,999,0,success,3.4,95.418,-50.7,6.163,4928.1
51,admin.,single,high.school,no,yes,yes,cellular,nov,mon,320,8,999,0,success,3.1,95.494,-44.4,6.057,4891.0
51,admin.,married,university.degree,unknown,yes,no,cellular,nov,wed,399,15,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
60,admin.,married,basic.9y,no,yes,no,telephone,nov,thu,3020,6,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
45,admin.,married,professional.course,no,no,no,cellular,nov,thu,237,5,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
